
6912.284576864175, 1097.7464261689722, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.1, 0.05
6785.678350301667, 1203.6372788295675, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.1, 0.05
7034.963243497361, 1206.685861602232, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.3, 0.05
6175.441595477483, 1419.360123205048, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.5, 0.05
6654.642548822418, 1237.4047703027086, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.7, 0.05
6466.356218927432, 927.8584107600375, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.9, 0.05
6363.101695347033, 264.468433594707, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
6732.345447500059, 1091.8492492730602, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.1, 0.05
6596.755850556578, 1249.1395597715837, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.3, 0.05
6905.085940624279, 1089.5128870185029, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.5, 0.05
7452.124957048422, 1261.1073512694586, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.7, 0.05
5840.23467167199, 979.7756425782576, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.9, 0.05
5678.740234999636, 312.8265314545527, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
