
7670.409563901585, 436.37757501542916, Euclidean, GA, 10, 200, Biased Initialize, 0.5, 0.99, 0.05
7403.280547115919, 360.14928452070666, Euclidean, GA, 40, 200, Biased Initialize, 0.5, 0.99, 0.05
6966.768849505243, 217.80147119469876, Euclidean, GA, 80, 200, Biased Initialize, 0.5, 0.99, 0.05
6539.505419670081, 292.4709163762037, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
6842.011857890715, 253.61084127310446, Euclidean, GA, 200, 200, Biased Initialize, 0.5, 0.99, 0.05
6062.9482682864755, 280.6894764665282, Euclidean, GA, 400, 200, Biased Initialize, 0.5, 0.99, 0.05
5909.888566996614, 521.8465025708038, Euclidean, GA, 1000, 200, Biased Initialize, 0.5, 0.99, 0.05
6772.7142728409035, 509.81534667357084, Euclidean, GA, 10, 200, Biased Initialize, 0.5, 0.99, 0.05
7424.956890297551, 369.2125639058026, Euclidean, GA, 20, 200, Biased Initialize, 0.5, 0.99, 0.05
7623.594560703913, 374.3423163368166, Euclidean, GA, 40, 200, Biased Initialize, 0.5, 0.99, 0.05
6720.90953064825, 293.4908406739642, Euclidean, GA, 80, 200, Biased Initialize, 0.5, 0.99, 0.05
6281.312034533948, 260.86161824172615, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
5887.140453697222, 228.76688845253042, Euclidean, GA, 200, 200, Biased Initialize, 0.5, 0.99, 0.05
6539.376408186015, 363.2358128428753, Euclidean, GA, 400, 200, Biased Initialize, 0.5, 0.99, 0.05
5961.212011238354, 400.9721728844703, Euclidean, GA, 1000, 200, Biased Initialize, 0.5, 0.99, 0.05
7681.490335019715, 546.1883967683935, Euclidean, GA, 10, 200, Biased Initialize, 0.5, 0.99, 0.05
7623.511474121802, 641.356528839419, Euclidean, GA, 20, 200, Biased Initialize, 0.5, 0.99, 0.05
7128.612399997871, 301.8326453110019, Euclidean, GA, 40, 200, Biased Initialize, 0.5, 0.99, 0.05
6719.8433436463565, 332.33408009651487, Euclidean, GA, 80, 200, Biased Initialize, 0.5, 0.99, 0.05
7117.362550027991, 390.433228183327, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
6967.665366958023, 279.4044666639263, Euclidean, GA, 200, 200, Biased Initialize, 0.5, 0.99, 0.05
5800.407288165293, 354.5055888370586, Euclidean, GA, 400, 200, Biased Initialize, 0.5, 0.99, 0.05
5749.870336258599, 535.7090686834143, Euclidean, GA, 1000, 200, Biased Initialize, 0.5, 0.99, 0.05
6063.850505194589, 458.78946237632556, Euclidean, GA, 10, 200, Biased Initialize, 0.5, 0.99, 0.05
7652.5032974165515, 404.0261043305973, Euclidean, GA, 20, 200, Biased Initialize, 0.5, 0.99, 0.05
7516.355427398755, 520.2144073312705, Euclidean, GA, 40, 200, Biased Initialize, 0.5, 0.99, 0.05
6565.787875521757, 299.57834352230964, Euclidean, GA, 80, 200, Biased Initialize, 0.5, 0.99, 0.05
7148.820648492837, 281.0524920470611, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
6035.422832572373, 237.8855422247233, Euclidean, GA, 200, 200, Biased Initialize, 0.5, 0.99, 0.05
6446.64137358358, 329.82289316095876, Euclidean, GA, 400, 200, Biased Initialize, 0.5, 0.99, 0.05
6192.67651286309, 453.66289530055116, Euclidean, GA, 1000, 200, Biased Initialize, 0.5, 0.99, 0.05
7788.900606318459, 707.9441423992915, Euclidean, GA, 10, 200, Biased Initialize, 0.5, 0.99, 0.05
7497.956981787316, 355.68365825386854, Euclidean, GA, 20, 200, Biased Initialize, 0.5, 0.99, 0.05
7244.3980840253935, 559.9215184184256, Euclidean, GA, 40, 200, Biased Initialize, 0.5, 0.99, 0.05
7222.79684650723, 306.7484901179151, Euclidean, GA, 80, 200, Biased Initialize, 0.5, 0.99, 0.05
6863.009412601002, 286.3185634446848, Euclidean, GA, 100, 200, Biased Initialize, 0.5, 0.99, 0.05
6539.89077659229, 315.0398680209821, Euclidean, GA, 200, 200, Biased Initialize, 0.5, 0.99, 0.05
6541.756006716128, 237.1724795553569, Euclidean, GA, 400, 200, Biased Initialize, 0.5, 0.99, 0.05
6140.002335548946, 416.2333420177754, Euclidean, GA, 1000, 200, Biased Initialize, 0.5, 0.99, 0.05
2706.0233960711557, 456.57253944547153, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2563.1062423857666, 438.3924429752847, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2866.167710819143, 517.9741235177349, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2835.000009028623, 587.3965825133139, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
3135.899395410893, 469.84561029091003, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2769.2289447439043, 509.6011395602035, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2852.9445272336498, 391.7488155086645, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2645.8212718141626, 433.4505614320808, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2897.09489938009, 406.8236750117764, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
2480.519490824273, 547.1810203809389, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6500.4469943630065, 295.97906529209143, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6655.701462736867, 234.3953304199144, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6318.828784696375, 441.75142714409066, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
5929.144301975492, 227.34277373053797, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6224.052129715576, 347.9397339548676, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6053.920528608874, 251.287765196922, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6730.141986909356, 346.16166300346873, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
6180.614478969608, 299.8928337854442, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
5652.747262128075, 275.55060905738713, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
5942.74824359036, 352.38355593068974, Euclidean, GA, 400, 200, Random Initialize, 0.5, 0.99, 0.05
